order_date,quantity,brand,unit_price,ram,memori_internal,ukuran_layar,resolusi_kamera,kapasitas_baterai,os,rating_pengguna,tahun_rilis,stok_tersedia,total_amount,order_year,order_month,order_day
1970-01-01 00:00:00.000000192,16,Asus,4320043,4,512,6.8,12,4000,Android,4.6,2222020,False,69120688,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000193,16,Asus,14889490,4,256,6.5,12,6000,Android,2.6,12312021,True,238231840,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000194,16,Asus,3844843,4,256,6.7,108,5000,Android,1.6,1302021,True,61517488,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000195,17,Asus,13673909,8,128,6.1,64,4000,Android,3.4,9252019,False,232456453,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000196,17,Asus,2308865,16,128,5.5,108,4000,Android,1.7,6232024,False,39250705,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000197,18,Asus,10306152,6,64,6.7,108,4000,Android,2.0,8282020,False,185510736,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000198,19,Asus,3615265,8,256,5.5,64,5000,Android,2.8,262021,False,68690035,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000199,19,Asus,15792442,12,256,6.1,12,4000,Android,1.6,5182019,True,300056398,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000200,20,Asus,5657669,12,256,6.1,64,4000,Android,4.4,182020,True,113153380,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000201,23,Asus,19774766,6,128,6.7,48,4000,Android,4.7,3122024,False,454819618,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000202,25,Asus,24196492,8,128,6.4,50,5000,Android,4.8,2142022,False,604912300,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000203,26,Asus,2757041,16,512,6.5,50,5000,Android,4.7,4222022,False,71683066,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000204,27,Asus,15530082,16,256,6.1,108,4000,Android,2.8,12302022,False,419312214,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000205,28,Asus,13922313,4,256,6.7,108,5000,Android,2.8,652019,True,389824764,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000206,28,Asus,21095525,12,64,6.1,108,5000,Android,1.4,9292021,False,590674700,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000207,29,Asus,11572748,6,128,6.4,12,4000,Android,1.7,11182020,False,335609692,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000208,30,Asus,5323457,6,256,6.5,108,5000,Android,1.9,9122020,True,159703710,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000209,6,Asus,14913761,4,128,6.8,108,6000,Android,3.3,9112021,False,89482566,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000210,7,Asus,16742071,16,256,6.7,50,4500,Android,3.2,6202019,True,117194497,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000211,7,Asus,2978905,16,256,6.4,108,4500,Android,4.7,4112022,True,20852335,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000212,7,Asus,12949223,6,128,6.7,12,6000,Android,4.3,5112020,False,90644561,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000213,8,Asus,9950866,12,256,6.4,12,5000,Android,2.4,11272023,False,79606928,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000214,9,Asus,10129005,12,256,6.4,48,4500,Android,4.1,1162022,True,91161045,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000215,10,Huawei,14677856,8,128,6.1,48,4000,Android,1.0,6242023,True,146778560,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000216,13,Huawei,6737009,12,128,5.5,108,4000,Android,3.2,5222024,True,87581117,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000217,13,Huawei,8398506,12,64,6.4,48,4000,Android,1.4,1122020,False,109180578,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000218,14,Huawei,7550312,16,128,6.8,50,4500,Android,1.3,1162023,True,105704368,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000219,14,Huawei,12940396,12,256,6.1,48,4000,Android,4.5,5302020,False,181165544,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000220,15,Huawei,5023372,6,512,6.1,50,5000,Android,4.4,9302021,True,75350580,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000221,15,Huawei,18325530,4,256,6.5,50,4000,Android,1.5,6282021,True,274882950,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000222,16,Huawei,8163221,4,256,6.7,64,6000,Android,2.5,8142023,True,130611536,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000223,17,Huawei,11114640,16,512,6.8,48,5000,Android,2.6,7272020,True,188948880,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000224,18,Huawei,6301481,8,256,6.1,50,5000,Android,3.0,12232023,False,113426658,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000225,19,Huawei,8127814,16,256,6.1,50,6000,Android,2.8,3112019,False,154428466,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000226,20,Huawei,10777097,4,512,5.5,108,4500,Android,1.6,1242023,False,215541940,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000227,23,Huawei,10368952,4,64,6.1,108,4500,Android,3.7,2272020,False,238485896,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000228,24,Huawei,3352934,4,128,5.5,12,6000,Android,3.0,1082019,True,80470416,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000229,24,Huawei,19250657,4,128,6.8,64,4500,Android,3.5,11152020,False,462015768,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000230,25,Huawei,5716377,12,512,6.5,12,5000,Android,4.0,5282023,False,142909425,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000231,25,Huawei,19022486,8,512,5.5,48,4500,Android,2.1,932023,True,475562150,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000232,26,Huawei,8428596,12,64,6.1,108,4000,Android,2.3,4172024,False,219143496,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000233,27,Huawei,21976797,4,64,6.7,64,6000,Android,1.9,8132023,False,593373519,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000234,27,Huawei,16040201,8,128,6.7,64,5000,Android,3.2,10312019,True,433085427,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000235,29,Huawei,23834216,4,128,6.8,64,6000,Android,1.2,12152019,False,691192264,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000236,30,Huawei,4640930,6,64,6.4,48,6000,Android,1.6,5162020,False,139227900,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000237,5,Huawei,19533545,16,512,6.8,48,4500,Android,3.3,12272023,True,97667725,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000238,5,Huawei,14935101,8,512,6.7,64,6000,Android,1.3,11262022,True,74675505,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000239,5,Huawei,24023664,4,512,6.5,108,4000,Android,2.9,8292021,True,120118320,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000240,6,Huawei,4136130,8,512,6.8,108,4000,Android,4.2,2142024,True,24816780,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000241,6,Huawei,12924483,12,256,6.4,50,4500,Android,3.5,9302019,False,77546898,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000242,7,Huawei,5892151,8,128,6.1,64,6000,Android,3.0,1292019,False,41245057,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000243,8,Huawei,23542315,4,512,6.8,48,4000,Android,1.9,7252023,True,188338520,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000244,9,Huawei,17697430,6,128,6.1,12,4500,Android,3.0,6242023,False,159276870,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000245,20,Huawei,8102610,4,64,6.8,108,5000,Android,4.2,7132019,False,162052200,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000246,20,Huawei,23465181,4,512,6.5,50,4500,Android,3.5,5312021,True,469303620,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000247,22,Huawei,9153014,4,256,6.4,50,5000,Android,3.1,792020,False,201366308,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000248,24,Huawei,17007389,8,64,6.1,64,5000,Android,3.4,2202022,False,408177336,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000249,24,Huawei,11222637,6,64,6.4,50,4000,Android,2.8,782023,True,269343288,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000250,24,Huawei,11670588,4,64,5.5,64,4500,Android,3.0,1182021,False,280094112,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000251,25,Huawei,5633706,8,64,6.1,108,4000,Android,4.1,562019,True,140842650,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000252,26,Huawei,10663808,8,512,6.1,50,5000,Android,1.3,1202019,False,277259008,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000253,26,Huawei,9695857,12,64,6.4,108,4500,Android,5.0,4272020,False,252092282,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000254,30,Huawei,9550982,12,512,6.1,64,6000,Android,3.4,7132019,True,286529460,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000255,6,Huawei,13416884,8,512,6.8,12,5000,Android,4.4,10212019,False,80501304,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000256,6,Huawei,8413470,8,128,6.4,50,4000,Android,4.5,8172021,True,50480820,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000257,7,Huawei,24605267,12,512,6.7,48,4000,Android,2.5,2272020,True,172236869,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000258,7,Huawei,13281586,4,64,6.7,64,5000,Android,1.4,4102019,True,92971102,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000259,7,Huawei,11475670,12,64,6.8,12,5000,Android,2.8,392019,False,80329690,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000260,7,Huawei,17990750,12,128,6.1,12,5000,Android,2.3,492022,False,125935250,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000261,7,Huawei,16259933,8,128,5.5,108,4000,Android,1.9,2262024,False,113819531,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000262,8,Huawei,15897943,8,64,6.1,48,5000,Android,2.0,552019,False,127183544,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000263,10,Huawei,18842212,16,512,6.4,108,4500,Android,3.7,3292020,True,188422120,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000264,11,Huawei,16078461,8,64,5.5,50,5000,Android,3.6,7162020,False,176863071,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000265,12,Huawei,14997570,12,128,5.5,108,4000,Android,1.2,142020,True,179970840,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000266,13,Huawei,24706786,8,128,5.5,64,5000,Android,4.2,11182022,True,321188218,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000267,13,Huawei,6150275,4,512,6.8,108,6000,Android,5.0,3112019,True,79953575,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000268,14,Huawei,23717442,12,256,6.8,48,5000,Android,1.1,8202019,True,332044188,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000269,16,Huawei,21711718,16,512,6.8,12,4000,Android,3.0,4262020,False,347387488,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000270,16,Huawei,4610357,4,256,5.5,48,4000,Android,4.2,5152022,True,73765712,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000271,19,Huawei,15725526,8,64,6.7,50,6000,Android,4.8,7312021,False,298784994,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000272,19,Huawei,13092674,8,128,6.1,64,4000,Android,4.2,12102022,True,248760806,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000273,19,Huawei,13789732,16,64,6.7,50,4000,Android,2.7,252021,False,262004908,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000274,19,Huawei,24608863,6,512,6.1,108,5000,Android,4.6,2192021,False,467568397,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000275,20,Huawei,14086194,4,512,6.4,108,6000,Android,4.5,2162024,False,281723880,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000276,20,Huawei,9909906,8,64,6.5,108,4000,Android,4.2,242022,True,198198120,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000277,21,Huawei,12703835,16,128,6.1,64,4000,Android,3.6,1122022,False,266780535,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000278,21,Huawei,17280571,6,256,5.5,50,4000,Android,2.0,11302023,True,362891991,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000279,22,Huawei,16616387,16,128,6.1,50,5000,Android,3.8,9112019,False,365560514,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000280,23,Huawei,14783786,16,256,6.1,108,4000,Android,4.0,4122022,False,340027078,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000281,23,Huawei,22803884,8,128,6.4,48,4500,Android,4.0,11222022,False,524489332,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000282,27,Huawei,18105376,16,64,6.7,64,4500,Android,4.4,8142020,True,488845152,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000283,27,Huawei,16507681,4,512,6.5,50,6000,Android,2.7,1152019,False,445707387,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000284,28,Huawei,22900811,6,128,6.1,64,4000,Android,4.6,10292023,False,641222708,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000285,30,Huawei,18012910,8,64,6.8,50,5000,Android,2.1,632020,False,540387300,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000286,30,Huawei,21656599,4,512,5.5,64,4000,Android,1.6,6202021,True,649697970,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000287,5,Huawei,8902602,8,256,6.4,64,5000,Android,3.2,11212023,True,44513010,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000288,6,Huawei,23220912,12,64,6.1,12,4000,Android,4.7,5112020,False,139325472,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000289,7,Huawei,18184691,4,128,5.5,50,4500,Android,1.7,1032019,False,127292837,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000290,8,Huawei,2937896,4,64,5.5,48,6000,Android,4.9,642019,True,23503168,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000291,9,Huawei,23363345,4,128,6.5,48,5000,Android,3.8,9122019,False,210270105,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000292,10,Huawei,24681567,8,256,5.5,48,6000,Android,3.6,652023,False,246815670,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000293,11,Huawei,5634552,16,256,6.7,108,5000,Android,3.3,4122022,True,61980072,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000294,14,Huawei,3502424,8,512,6.7,48,4000,Android,3.8,8312020,False,49033936,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000295,14,Huawei,13928755,4,256,6.7,108,5000,Android,3.6,2122022,False,195002570,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000296,17,Huawei,13471498,8,256,6.5,64,4000,Android,1.2,3102019,False,229015466,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000297,17,Huawei,8323345,16,256,5.5,12,4500,Android,3.0,692022,True,141496865,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000298,20,Huawei,14422919,6,256,6.1,108,5000,Android,4.6,962020,True,288458380,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000299,20,Huawei,11396306,16,512,6.5,48,6000,Android,2.0,3282020,True,227926120,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000300,25,Huawei,5482337,8,256,6.4,108,6000,Android,1.2,8112019,True,137058425,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000301,27,Huawei,20970085,4,64,5.5,12,6000,Android,4.0,12292020,False,566192295,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000302,29,Huawei,18357699,8,256,6.4,64,6000,Android,1.4,4102019,True,532373271,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000303,29,Huawei,5508696,6,256,6.4,48,6000,Android,4.4,112019,False,159752184,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000304,29,Huawei,13706799,4,128,6.4,64,5000,Android,3.3,8122023,True,397497171,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000305,30,Huawei,2172356,12,512,6.8,48,4000,Android,1.5,7182019,True,65170680,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000306,5,Huawei,24856666,6,64,6.4,48,5000,Android,3.5,162021,False,124283330,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000307,5,Huawei,20517945,16,256,6.5,50,5000,Android,4.1,4302021,True,102589725,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000308,5,Huawei,6794991,4,512,6.4,48,5000,Android,3.5,132022,False,33974955,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000309,5,Huawei,8893291,16,128,6.4,50,4000,Android,1.3,5112023,False,44466455,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000310,6,Huawei,12468185,8,512,6.5,12,4500,Android,3.8,5102023,True,74809110,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000311,7,Huawei,4359689,16,64,6.5,50,5000,Android,2.5,7202019,True,30517823,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000312,7,Huawei,12296202,12,64,6.1,108,6000,Android,2.0,1062020,True,86073414,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000313,7,Huawei,2630707,8,256,6.7,50,6000,Android,1.1,1252022,False,18414949,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000314,9,Huawei,24214496,8,512,6.4,48,4000,Android,1.3,4142023,False,217930464,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000315,9,Huawei,9740349,4,512,6.1,48,5000,Android,1.4,3242024,False,87663141,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000316,10,Infinix,4771258,6,64,6.8,12,4500,Android,3.5,12222022,False,47712580,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000317,11,Infinix,6662126,8,128,6.5,48,6000,Android,4.4,6102023,False,73283386,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000318,11,Infinix,17860488,12,512,6.5,64,4500,Android,4.8,772020,True,196465368,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000319,12,Infinix,24354169,6,256,6.5,12,4500,Android,1.5,392019,False,292250028,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000320,12,Infinix,22151604,8,128,6.7,108,6000,Android,3.8,12212021,True,265819248,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000321,14,Infinix,1874592,8,128,6.4,108,4000,Android,1.8,112019,True,26244288,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000322,15,Infinix,20759307,6,512,6.4,50,4000,Android,2.6,362019,False,311389605,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000323,15,Infinix,19841054,6,256,6.1,108,4000,Android,4.1,5112020,True,297615810,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000324,15,Infinix,16237447,16,64,6.8,12,6000,Android,2.0,5192023,False,243561705,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000325,16,Infinix,23234751,8,128,6.8,50,5000,Android,3.9,7292021,True,371756016,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000326,18,Infinix,7895681,4,256,6.5,108,5000,Android,3.8,1102021,False,142122258,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000327,19,Infinix,20967971,8,128,6.4,50,5000,Android,2.5,6162024,False,398391449,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000328,19,Infinix,21229524,16,512,6.4,50,6000,Android,4.1,4142023,False,403360956,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000329,20,Infinix,23144184,4,128,5.5,12,5000,Android,4.9,8172022,False,462883680,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000330,21,Infinix,12208202,12,256,5.5,108,6000,Android,2.6,3132023,False,256372242,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000331,24,Infinix,7914301,12,64,6.4,48,4500,Android,2.5,12232022,True,189943224,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000332,25,Infinix,7479001,4,128,6.1,48,5000,Android,3.6,1122021,True,186975025,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000333,26,Infinix,10388227,12,256,6.1,64,4500,Android,4.5,592019,True,270093902,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000334,27,Infinix,14974845,8,128,6.1,48,4500,Android,4.1,152021,False,404320815,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000335,27,Infinix,21154413,6,64,6.4,12,5000,Android,2.1,2172023,False,571169151,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000336,27,Infinix,17724975,4,256,5.5,50,4000,Android,3.1,5202023,False,478574325,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000337,27,Infinix,4221798,6,64,5.5,108,4500,Android,4.8,462021,True,113988546,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000338,27,Infinix,22090369,6,128,6.5,48,4000,Android,3.8,7122023,True,596439963,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000339,28,Infinix,22673918,6,64,6.5,64,5000,Android,3.9,162021,True,634869704,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000340,5,Infinix,5961516,16,512,6.1,64,4000,Android,3.2,632020,False,29807580,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000341,5,Infinix,12906917,8,256,6.4,50,5000,Android,2.3,2202023,True,64534585,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000342,6,Infinix,21239769,4,512,6.7,48,6000,Android,5.0,10132019,False,127438614,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000343,11,Infinix,7782762,16,64,6.7,64,5000,Android,3.8,4172019,True,85610382,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000344,11,Infinix,23292994,12,64,6.5,12,5000,Android,1.6,2202024,True,256222934,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000345,12,Infinix,1788410,8,64,6.7,50,6000,Android,3.4,10312021,True,21460920,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000346,13,Infinix,18303457,4,64,6.4,64,6000,Android,1.2,4272023,True,237944941,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000347,13,Infinix,9128937,8,256,6.1,108,5000,Android,4.4,5202024,False,118676181,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000348,14,Infinix,2275472,16,64,6.7,64,4000,Android,1.4,1072023,False,31856608,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000349,14,Infinix,9904765,4,64,6.1,48,4000,Android,1.0,4252023,False,138666710,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000350,19,Infinix,5811213,4,64,6.4,108,4000,Android,4.9,242019,False,110413047,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000351,20,Infinix,14950781,6,128,6.5,50,4000,Android,2.1,12222023,True,299015620,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000352,20,Infinix,22664251,4,256,6.4,50,4000,Android,4.8,11132020,True,453285020,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000353,25,Infinix,24507451,6,64,6.1,108,6000,Android,4.7,2262022,False,612686275,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000354,27,Infinix,13431200,4,256,6.7,48,5000,Android,3.9,9222020,True,362642400,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000355,6,Infinix,7867576,12,512,6.7,64,4000,Android,1.0,8152021,False,47205456,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000356,7,Infinix,13023275,16,64,6.7,64,4500,Android,3.0,8112021,True,91162925,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000357,7,Infinix,2757804,4,256,6.7,108,4000,Android,4.4,182023,True,19304628,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000358,7,Infinix,14537624,6,512,6.1,48,4500,Android,3.4,2172019,True,101763368,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000359,8,Infinix,7701930,16,64,5.5,108,4500,Android,3.3,1302022,False,61615440,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000360,9,Infinix,9838405,12,512,6.5,12,6000,Android,4.7,11162022,True,88545645,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000361,12,Infinix,19487021,6,256,6.5,50,6000,Android,4.7,532020,False,233844252,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000362,13,Infinix,18338256,12,128,6.7,108,4500,Android,2.7,6162022,False,238397328,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000363,15,Infinix,12585883,4,128,6.7,50,4500,Android,1.1,1182023,True,188788245,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000364,15,Infinix,1531432,12,256,6.8,12,4500,Android,3.2,4262023,False,22971480,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000365,16,Infinix,15489644,4,256,5.5,48,6000,Android,3.9,842019,True,247834304,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000366,16,Infinix,7276893,16,512,6.1,50,5000,Android,3.0,6262022,False,116430288,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000367,16,Infinix,23117961,12,128,6.4,64,6000,Android,2.1,252024,True,369887376,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000368,16,Infinix,21080967,4,64,6.8,48,5000,Android,3.2,11302022,False,337295472,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000369,17,Infinix,9747361,12,64,5.5,50,6000,Android,2.0,8212022,True,165705137,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000370,19,Infinix,18613561,8,256,5.5,108,5000,Android,1.2,1122021,True,353657659,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000371,19,Infinix,15212973,4,128,6.7,64,4500,Android,4.9,632022,True,289046487,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000372,20,Infinix,7399077,12,128,5.5,48,5000,Android,3.1,1222023,False,147981540,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000373,24,Infinix,22000806,6,64,6.7,64,6000,Android,2.2,10162021,True,528019344,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000374,26,Infinix,14159532,6,128,6.8,108,4500,Android,1.1,5242020,False,368147832,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000375,28,Infinix,24314676,12,512,6.7,50,5000,Android,4.3,5132023,True,680810928,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000376,29,Infinix,20601809,8,512,6.4,50,4500,Android,2.6,2262022,False,597452461,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000377,30,Infinix,10867915,4,64,6.4,64,6000,Android,2.0,1012021,True,326037450,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000378,30,Infinix,4857960,16,128,6.5,50,4500,Android,1.7,9252023,False,145738800,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000379,30,Infinix,5579890,6,64,6.5,50,4500,Android,3.5,532021,False,167396700,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000380,6,Infinix,13108666,8,512,6.1,48,5000,Android,2.6,8162023,False,78651996,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000381,10,Infinix,17819194,6,256,6.7,64,4000,Android,2.3,12122019,False,178191940,1970,1970-01,1970-01-01
1970-01-01 00:00:00.000000382,12,Infinix,15483653,12,256,6.8,50,4000,Android,1.2,8292022,False,185803836,1970,1970-01,1970-01-01
